Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id,Variant,Seed,Test_Time_s,n_features,pos_rate
CNN-LSTM,SW,Sequence + Tabular,0.7375,0.8054,0.8034,0.7419,0.6597,0.6984,62.0,8.2,476006eb47fe7cf9,restricted,4,,,
CNN-LSTM,ICU,Sequence Only,0.3808,0.5431,0.156,0.1492,0.7278,0.2476,24.0,14.2,14d2082d80407129,restricted,42,,,
CNN-LSTM,ICU,Sequence + Tabular,0.7635,0.7885,0.4422,0.3272,0.6529,0.436,28.0,18.9,14d2082d80407129,restricted,42,,,
CNN-LSTM,SW,Sequence Only,0.6846,0.6984,0.6396,0.714,0.5264,0.606,28.0,3.3,476006eb47fe7cf9,restricted,42,,,
CNN-LSTM,SW,Sequence + Tabular,0.7368,0.8018,0.7978,0.7361,0.6682,0.7005,61.0,8.1,476006eb47fe7cf9,restricted,42,,,
CNN,SW,Sequence Only,0.3358,0.6211,0.031,0.0293,0.8701,0.0567,18.0,10.0,0f50fb19f263c430,collapse,1,,,
CNN,SW,Sequence + Tabular,0.7313,0.8367,0.0965,0.068,0.8442,0.1259,19.0,12.1,0f50fb19f263c430,collapse,1,,,
CNN,SW,Sequence Only,0.3339,0.6224,0.031,0.0293,0.8734,0.0567,19.0,10.8,0f50fb19f263c430,collapse,2,,,
CNN,SW,Sequence + Tabular,0.7357,0.8309,0.1057,0.067,0.8149,0.1239,22.0,14.2,0f50fb19f263c430,collapse,2,,,
CNN,SW,Sequence Only,0.3363,0.6243,0.0314,0.0294,0.8734,0.0569,26.0,14.3,0f50fb19f263c430,collapse,3,,,
CNN,SW,Sequence + Tabular,0.6677,0.8341,0.109,0.0567,0.8636,0.1065,25.0,16.1,0f50fb19f263c430,collapse,3,,,
CNN,SW,Sequence Only,0.4532,0.6209,0.0311,0.0309,0.7532,0.0594,16.0,8.9,0f50fb19f263c430,collapse,4,,,
CNN,SW,Sequence + Tabular,0.7582,0.8382,0.114,0.0707,0.7857,0.1297,16.0,10.1,0f50fb19f263c430,collapse,4,,,
CNN,SW,Sequence Only,0.4745,0.6246,0.0315,0.0312,0.7305,0.0599,20.0,11.5,0f50fb19f263c430,collapse,42,,,
CNN,SW,Sequence + Tabular,0.7459,0.8421,0.1224,0.0689,0.8052,0.1269,17.0,10.5,0f50fb19f263c430,collapse,42,,,
CNN,SW,Sequence Only,0.4334,0.5575,0.0889,0.0872,0.6702,0.1544,20.0,10.9,0f50fb19f263c430,corr,1,,,
CNN,SW,Sequence + Tabular,0.7563,0.8262,0.2606,0.2089,0.7743,0.329,31.0,18.4,0f50fb19f263c430,corr,1,,,
CNN,SW,Sequence Only,0.3747,0.5575,0.09,0.0863,0.7406,0.1546,20.0,10.9,0f50fb19f263c430,corr,2,,,
CNN,SW,Sequence + Tabular,0.8133,0.8235,0.2609,0.2412,0.6615,0.3535,33.0,19.8,0f50fb19f263c430,corr,2,,,
CNN,SW,Sequence Only,0.4101,0.5539,0.0883,0.0873,0.703,0.1554,15.0,8.4,0f50fb19f263c430,corr,3,,,
CNN,SW,Sequence + Tabular,0.7665,0.828,0.2633,0.2158,0.7686,0.3369,28.0,16.9,0f50fb19f263c430,corr,3,,,
CNN,SW,Sequence Only,0.3772,0.5545,0.0888,0.0862,0.7367,0.1544,28.0,14.9,0f50fb19f263c430,corr,4,,,
CNN,SW,Sequence + Tabular,0.793,0.8251,0.2566,0.2298,0.7155,0.3479,34.0,20.6,0f50fb19f263c430,corr,4,,,
CNN,SW,Sequence Only,0.3798,0.5554,0.0877,0.0864,0.7348,0.1546,23.0,12.9,0f50fb19f263c430,corr,42,,,
CNN,SW,Sequence + Tabular,0.7374,0.8329,0.2703,0.2012,0.8091,0.3223,26.0,15.7,0f50fb19f263c430,corr,42,,,
CNN,SW,Sequence Only,0.3909,0.5622,0.1054,0.1051,0.749,0.1844,18.0,9.7,0f50fb19f263c430,corrpacu,1,,,
CNN,SW,Sequence + Tabular,0.8036,0.8242,0.3042,0.2769,0.7053,0.3976,33.0,19.8,0f50fb19f263c430,corrpacu,1,,,
CNN,SW,Sequence Only,0.4216,0.5631,0.1057,0.1065,0.7166,0.1855,20.0,10.8,0f50fb19f263c430,corrpacu,2,,,
CNN,SW,Sequence + Tabular,0.7913,0.8262,0.3106,0.2652,0.7174,0.3872,25.0,15.1,0f50fb19f263c430,corrpacu,2,,,
CNN,SW,Sequence Only,0.3604,0.5646,0.1078,0.1029,0.7725,0.1817,25.0,13.4,0f50fb19f263c430,corrpacu,3,,,
CNN,SW,Sequence + Tabular,0.7632,0.8303,0.3148,0.2483,0.7773,0.3763,29.0,17.5,0f50fb19f263c430,corrpacu,3,,,
CNN,SW,Sequence Only,0.4715,0.5642,0.1074,0.1077,0.6518,0.1848,17.0,9.2,0f50fb19f263c430,corrpacu,4,,,
CNN,SW,Sequence + Tabular,0.7259,0.826,0.3186,0.2242,0.8057,0.3508,21.0,12.7,0f50fb19f263c430,corrpacu,4,,,
CNN,SW,Sequence Only,0.4455,0.5606,0.1052,0.1066,0.6818,0.1843,19.0,10.5,0f50fb19f263c430,corrpacu,42,,,
CNN,SW,Sequence + Tabular,0.7807,0.8309,0.3149,0.2609,0.7563,0.388,30.0,18.3,0f50fb19f263c430,corrpacu,42,,,
CNN,ICU,Sequence Only,0.2972,0.5357,0.1268,0.1267,0.8342,0.22,19.0,13.2,6e09b6e8a1606e84,lat,1,,,
CNN,ICU,Sequence + Tabular,0.72,0.7858,0.3793,0.2552,0.7072,0.3751,25.0,19.8,6e09b6e8a1606e84,lat,1,,,
CNN,SW,Sequence Only,0.9116,0.6922,0.3595,0.5457,0.3636,0.4364,13.0,7.1,0f50fb19f263c430,lat,1,,,
CNN,SW,Sequence + Tabular,0.8696,0.8911,0.6028,0.3935,0.7115,0.5068,32.0,19.5,0f50fb19f263c430,lat,1,,,
CNN,ICU,Sequence Only,0.2976,0.5375,0.1275,0.1266,0.8332,0.2199,15.0,10.4,6e09b6e8a1606e84,lat,2,,,
CNN,ICU,Sequence + Tabular,0.7122,0.7823,0.3804,0.2493,0.7077,0.3688,15.0,12.0,6e09b6e8a1606e84,lat,2,,,
CNN,SW,Sequence Only,0.9074,0.6936,0.3589,0.5114,0.3715,0.4304,16.0,8.5,0f50fb19f263c430,lat,2,,,
CNN,SW,Sequence + Tabular,0.832,0.8918,0.6024,0.3324,0.7787,0.4659,21.0,12.7,0f50fb19f263c430,lat,2,,,
CNN,ICU,Sequence Only,0.2927,0.5379,0.1276,0.1265,0.8386,0.2198,20.0,13.8,6e09b6e8a1606e84,lat,3,,,
CNN,ICU,Sequence + Tabular,0.7575,0.7868,0.384,0.2791,0.6579,0.3919,35.0,27.0,6e09b6e8a1606e84,lat,3,,,
CNN,SW,Sequence Only,0.9021,0.6911,0.3565,0.4745,0.3747,0.4187,20.0,10.5,0f50fb19f263c430,lat,3,,,
CNN,SW,Sequence + Tabular,0.8386,0.893,0.6056,0.3407,0.7644,0.4714,20.0,12.1,0f50fb19f263c430,lat,3,,,
CNN,ICU,Sequence Only,0.293,0.5401,0.1286,0.1269,0.8421,0.2206,19.0,12.9,6e09b6e8a1606e84,lat,4,,,
CNN,ICU,Sequence + Tabular,0.7436,0.783,0.3791,0.2689,0.6738,0.3844,22.0,16.9,6e09b6e8a1606e84,lat,4,,,
CNN,SW,Sequence Only,0.9146,0.6896,0.354,0.573,0.3628,0.4443,14.0,7.4,0f50fb19f263c430,lat,4,,,
CNN,SW,Sequence + Tabular,0.8479,0.8932,0.6043,0.3537,0.7447,0.4796,21.0,12.7,0f50fb19f263c430,lat,4,,,
CNN,ICU,Sequence Only,0.3077,0.539,0.1287,0.127,0.8222,0.2201,26.0,17.6,6e09b6e8a1606e84,lat,42,,,
CNN,ICU,Sequence + Tabular,0.7333,0.7839,0.3825,0.2634,0.6932,0.3818,24.0,18.4,6e09b6e8a1606e84,lat,42,,,
CNN,SW,Sequence Only,0.9114,0.6923,0.3566,0.5433,0.3668,0.4379,13.0,6.9,0f50fb19f263c430,lat,42,,,
CNN,SW,Sequence + Tabular,0.8314,0.893,0.6011,0.3313,0.7763,0.4644,18.0,10.9,0f50fb19f263c430,lat,42,,,
CNN,ICU,Sequence Only,0.3278,0.5332,0.1616,0.1602,0.8092,0.2674,20.0,13.8,6e09b6e8a1606e84,old,1,,,
CNN,ICU,Sequence + Tabular,0.7644,0.813,0.5255,0.3577,0.6957,0.4724,24.0,18.7,6e09b6e8a1606e84,old,1,,,
CNN,SW,Sequence Only,0.8727,0.6472,0.3335,0.5925,0.2643,0.3656,19.0,10.3,0f50fb19f263c430,old,1,,,
CNN,SW,Sequence + Tabular,0.7988,0.8721,0.6034,0.3887,0.7845,0.5198,15.0,9.3,0f50fb19f263c430,old,1,,,
CNN,ICU,Sequence Only,0.3157,0.5396,0.1652,0.1612,0.8357,0.2703,25.0,17.4,6e09b6e8a1606e84,old,2,,,
CNN,ICU,Sequence + Tabular,0.7544,0.8059,0.5195,0.3474,0.7054,0.4655,17.0,13.3,6e09b6e8a1606e84,old,2,,,
CNN,SW,Sequence Only,0.8688,0.6473,0.3322,0.5558,0.2724,0.3656,31.0,16.9,0f50fb19f263c430,old,2,,,
CNN,SW,Sequence + Tabular,0.8357,0.8798,0.6201,0.4456,0.7539,0.5602,32.0,19.7,0f50fb19f263c430,old,2,,,
CNN,ICU,Sequence Only,0.3304,0.5347,0.162,0.1605,0.8073,0.2677,14.0,10.1,6e09b6e8a1606e84,old,3,,,
CNN,ICU,Sequence + Tabular,0.7892,0.8091,0.5236,0.3848,0.6516,0.4838,31.0,24.5,6e09b6e8a1606e84,old,3,,,
CNN,SW,Sequence Only,0.8705,0.6478,0.3302,0.5705,0.2713,0.3677,20.0,10.9,0f50fb19f263c430,old,3,,,
CNN,SW,Sequence + Tabular,0.8349,0.8787,0.6175,0.4437,0.7464,0.5566,29.0,18.0,0f50fb19f263c430,old,3,,,
CNN,ICU,Sequence Only,0.3208,0.5389,0.1632,0.1612,0.8279,0.2699,19.0,13.4,6e09b6e8a1606e84,old,4,,,
CNN,ICU,Sequence + Tabular,0.7926,0.8109,0.5249,0.39,0.6512,0.4878,29.0,22.7,6e09b6e8a1606e84,old,4,,,
CNN,SW,Sequence Only,0.8759,0.6479,0.3317,0.6292,0.2584,0.3664,16.0,8.7,0f50fb19f263c430,old,4,,,
CNN,SW,Sequence + Tabular,0.8299,0.8779,0.6176,0.4358,0.7646,0.5552,28.0,17.4,0f50fb19f263c430,old,4,,,
CNN,ICU,Sequence Only,0.3053,0.5343,0.1627,0.16,0.8428,0.269,19.0,14.0,6e09b6e8a1606e84,old,42,,,
CNN,ICU,Sequence + Tabular,0.7619,0.8058,0.5215,0.3559,0.7043,0.4729,18.0,14.9,6e09b6e8a1606e84,old,42,,,
CNN,SW,Sequence Only,0.8756,0.6469,0.3318,0.6276,0.2558,0.3634,11.0,6.3,0f50fb19f263c430,old,42,,,
CNN,SW,Sequence + Tabular,0.8305,0.8791,0.621,0.436,0.7528,0.5522,24.0,15.3,0f50fb19f263c430,old,42,,,
CNN,ICU,Sequence Only,0.2786,0.5415,0.1556,0.1478,0.8712,0.2527,11.0,6.5,14d2082d80407129,restricted,1,,,
CNN,ICU,Sequence + Tabular,0.7419,0.7899,0.4375,0.3081,0.6772,0.4235,27.0,17.8,14d2082d80407129,restricted,1,,,
CNN,SW,Sequence Only,0.6843,0.697,0.6378,0.7101,0.5318,0.6082,35.0,4.0,476006eb47fe7cf9,restricted,1,,,
CNN,SW,Sequence + Tabular,0.7429,0.8047,0.8037,0.744,0.6736,0.7071,42.0,5.4,476006eb47fe7cf9,restricted,1,,,
CNN,ICU,Sequence Only,0.3456,0.5452,0.1551,0.1513,0.7973,0.2543,14.0,8.2,14d2082d80407129,restricted,2,,,
CNN,ICU,Sequence + Tabular,0.7718,0.7852,0.4342,0.3343,0.6354,0.4381,20.0,13.2,14d2082d80407129,restricted,2,,,
CNN,SW,Sequence Only,0.6854,0.6938,0.6361,0.711,0.5341,0.61,16.0,1.9,476006eb47fe7cf9,restricted,2,,,
CNN,SW,Sequence + Tabular,0.7371,0.8072,0.8057,0.727,0.6876,0.7068,32.0,4.2,476006eb47fe7cf9,restricted,2,,,
CNN,ICU,Sequence Only,0.3342,0.5416,0.1553,0.1505,0.8085,0.2537,22.0,12.7,14d2082d80407129,restricted,3,,,
CNN,ICU,Sequence + Tabular,0.7464,0.7822,0.436,0.3116,0.6709,0.4255,26.0,17.1,14d2082d80407129,restricted,3,,,
CNN,SW,Sequence Only,0.6857,0.6992,0.6367,0.7109,0.5357,0.611,26.0,2.9,476006eb47fe7cf9,restricted,3,,,
CNN,SW,Sequence + Tabular,0.7396,0.8054,0.8024,0.7309,0.6884,0.709,50.0,6.4,476006eb47fe7cf9,restricted,3,,,
CNN,ICU,Sequence Only,0.3346,0.5435,0.1576,0.1508,0.8104,0.2543,15.0,8.8,14d2082d80407129,restricted,4,,,
CNN,ICU,Sequence + Tabular,0.7663,0.7868,0.4356,0.3283,0.6398,0.4339,27.0,17.8,14d2082d80407129,restricted,4,,,
CNN,SW,Sequence Only,0.6818,0.6939,0.6356,0.703,0.5357,0.608,30.0,3.5,476006eb47fe7cf9,restricted,4,,,
CNN,SW,Sequence + Tabular,0.7436,0.8074,0.8054,0.7491,0.6667,0.7055,31.0,4.0,476006eb47fe7cf9,restricted,4,,,
CNN,ICU,Sequence Only,0.348,0.5504,0.1586,0.151,0.791,0.2535,27.0,15.7,14d2082d80407129,restricted,42,,,
CNN,ICU,Sequence + Tabular,0.7479,0.7879,0.4401,0.312,0.6646,0.4247,31.0,20.2,14d2082d80407129,restricted,42,,,
CNN,SW,Sequence Only,0.6846,0.6975,0.6358,0.7153,0.524,0.6049,24.0,2.7,476006eb47fe7cf9,restricted,42,,,
CNN,SW,Sequence + Tabular,0.7379,0.807,0.8002,0.7275,0.6891,0.7078,32.0,4.1,476006eb47fe7cf9,restricted,42,,,
GRU,SW,Sequence Only,0.326,0.6216,0.0311,0.0289,0.8701,0.0559,13.0,12.7,0f50fb19f263c430,collapse,1,,,
GRU,SW,Sequence + Tabular,0.7409,0.8456,0.1151,0.069,0.8247,0.1274,22.0,22.5,0f50fb19f263c430,collapse,1,,,
GRU,SW,Sequence Only,0.4278,0.6173,0.0306,0.0304,0.776,0.0585,20.0,18.7,0f50fb19f263c430,collapse,2,,,
GRU,SW,Sequence + Tabular,0.7176,0.8385,0.1069,0.066,0.8604,0.1225,22.0,22.0,0f50fb19f263c430,collapse,2,,,
GRU,SW,Sequence Only,0.4279,0.6189,0.0307,0.0304,0.776,0.0585,16.0,15.8,0f50fb19f263c430,collapse,3,,,
GRU,SW,Sequence + Tabular,0.7731,0.8354,0.1099,0.0761,0.7987,0.1389,28.0,28.2,0f50fb19f263c430,collapse,3,,,
GRU,SW,Sequence Only,0.4728,0.6174,0.0309,0.031,0.7273,0.0595,13.0,12.2,0f50fb19f263c430,collapse,4,,,
GRU,SW,Sequence + Tabular,0.6783,0.8381,0.1105,0.0585,0.8636,0.1096,24.0,24.1,0f50fb19f263c430,collapse,4,,,
GRU,SW,Sequence Only,0.3336,0.6206,0.0309,0.0292,0.8701,0.0565,15.0,14.1,0f50fb19f263c430,collapse,42,,,
GRU,SW,Sequence + Tabular,0.8036,0.8353,0.0986,0.083,0.7532,0.1495,40.0,40.0,0f50fb19f263c430,collapse,42,,,
GRU,SW,Sequence Only,0.3787,0.551,0.0864,0.0857,0.729,0.1533,18.0,16.8,0f50fb19f263c430,corr,1,,,
GRU,SW,Sequence + Tabular,0.761,0.8298,0.2664,0.2108,0.7647,0.3306,26.0,26.2,0f50fb19f263c430,corr,1,,,
GRU,SW,Sequence Only,0.3659,0.5577,0.0901,0.0855,0.7445,0.1534,30.0,28.1,0f50fb19f263c430,corr,2,,,
GRU,SW,Sequence + Tabular,0.7278,0.8305,0.2766,0.196,0.8149,0.316,23.0,23.4,0f50fb19f263c430,corr,2,,,
GRU,SW,Sequence Only,0.3669,0.5533,0.0875,0.0856,0.7435,0.1534,16.0,15.1,0f50fb19f263c430,corr,3,,,
GRU,SW,Sequence + Tabular,0.7709,0.8336,0.2679,0.2181,0.7618,0.3391,24.0,24.3,0f50fb19f263c430,corr,3,,,
GRU,SW,Sequence Only,0.3597,0.5575,0.0895,0.0851,0.7483,0.1528,29.0,26.9,0f50fb19f263c430,corr,4,,,
GRU,SW,Sequence + Tabular,0.7731,0.8326,0.27,0.2192,0.757,0.3399,28.0,27.9,0f50fb19f263c430,corr,4,,,
GRU,SW,Sequence Only,0.3702,0.5542,0.089,0.0861,0.7445,0.1543,26.0,24.5,0f50fb19f263c430,corr,42,,,
GRU,SW,Sequence + Tabular,0.7662,0.8333,0.2683,0.2161,0.7724,0.3377,27.0,27.1,0f50fb19f263c430,corr,42,,,
GRU,SW,Sequence Only,0.4078,0.5638,0.108,0.1057,0.7296,0.1846,28.0,26.2,0f50fb19f263c430,corrpacu,1,,,
GRU,SW,Sequence + Tabular,0.7782,0.8326,0.3186,0.2572,0.7482,0.3828,28.0,28.4,0f50fb19f263c430,corrpacu,1,,,
GRU,SW,Sequence Only,0.3442,0.5581,0.106,0.1023,0.7887,0.181,12.0,11.3,0f50fb19f263c430,corrpacu,2,,,
GRU,SW,Sequence + Tabular,0.813,0.83,0.3168,0.2856,0.6891,0.4038,34.0,34.1,0f50fb19f263c430,corrpacu,2,,,
GRU,SW,Sequence Only,0.3844,0.5609,0.1061,0.1034,0.7425,0.1815,13.0,12.3,0f50fb19f263c430,corrpacu,3,,,
GRU,SW,Sequence + Tabular,0.823,0.8286,0.312,0.2929,0.6543,0.4046,33.0,33.0,0f50fb19f263c430,corrpacu,3,,,
GRU,SW,Sequence Only,0.3843,0.563,0.1063,0.1045,0.753,0.1836,33.0,30.4,0f50fb19f263c430,corrpacu,4,,,
GRU,SW,Sequence + Tabular,0.8001,0.8325,0.3197,0.2756,0.7215,0.3988,36.0,35.8,0f50fb19f263c430,corrpacu,4,,,
GRU,SW,Sequence Only,0.4011,0.5609,0.1065,0.1049,0.732,0.1834,25.0,24.9,0f50fb19f263c430,corrpacu,42,,,
GRU,SW,Sequence + Tabular,0.7707,0.8331,0.3209,0.2536,0.7692,0.3814,27.0,27.5,0f50fb19f263c430,corrpacu,42,,,
GRU,ICU,Sequence Only,0.297,0.536,0.1272,0.1271,0.8381,0.2208,31.0,36.4,6e09b6e8a1606e84,lat,1,,,
GRU,ICU,Sequence + Tabular,0.7538,0.788,0.3874,0.278,0.6713,0.3932,44.0,55.8,6e09b6e8a1606e84,lat,1,,,
GRU,SW,Sequence Only,0.9262,0.6937,0.3601,0.7241,0.3486,0.4707,18.0,16.5,0f50fb19f263c430,lat,1,,,
GRU,SW,Sequence + Tabular,0.8528,0.8947,0.6045,0.3635,0.7502,0.4897,29.0,29.2,0f50fb19f263c430,lat,1,,,
GRU,ICU,Sequence Only,0.7394,0.5308,0.1271,0.1291,0.2077,0.1592,12.0,14.3,6e09b6e8a1606e84,lat,2,,,
GRU,ICU,Sequence + Tabular,0.7448,0.7891,0.3807,0.2719,0.6843,0.3891,31.0,39.3,6e09b6e8a1606e84,lat,2,,,
GRU,SW,Sequence Only,0.9083,0.6927,0.3595,0.5184,0.3684,0.4307,20.0,18.5,0f50fb19f263c430,lat,2,,,
GRU,SW,Sequence + Tabular,0.8333,0.8936,0.6001,0.3364,0.7921,0.4722,22.0,22.1,0f50fb19f263c430,lat,2,,,
GRU,ICU,Sequence Only,0.3016,0.5362,0.1274,0.1271,0.8317,0.2205,30.0,36.4,6e09b6e8a1606e84,lat,3,,,
GRU,ICU,Sequence + Tabular,0.7528,0.7879,0.386,0.2767,0.6698,0.3917,32.0,41.2,6e09b6e8a1606e84,lat,3,,,
GRU,SW,Sequence Only,0.9153,0.6903,0.358,0.5807,0.3613,0.4454,13.0,12.2,0f50fb19f263c430,lat,3,,,
GRU,SW,Sequence + Tabular,0.8349,0.8921,0.5923,0.3355,0.7692,0.4672,17.0,17.2,0f50fb19f263c430,lat,3,,,
GRU,ICU,Sequence Only,0.221,0.5278,0.1258,0.1244,0.9203,0.2192,16.0,19.8,6e09b6e8a1606e84,lat,4,,,
GRU,ICU,Sequence + Tabular,0.7509,0.7831,0.379,0.2736,0.6628,0.3874,25.0,32.8,6e09b6e8a1606e84,lat,4,,,
GRU,SW,Sequence Only,0.9164,0.694,0.3562,0.5917,0.3597,0.4474,14.0,13.5,0f50fb19f263c430,lat,4,,,
GRU,SW,Sequence + Tabular,0.8553,0.8942,0.6012,0.3672,0.7431,0.4915,36.0,37.0,0f50fb19f263c430,lat,4,,,
GRU,ICU,Sequence Only,0.2973,0.5386,0.128,0.1271,0.8376,0.2207,43.0,50.1,6e09b6e8a1606e84,lat,42,,,
GRU,ICU,Sequence + Tabular,0.7562,0.7875,0.3848,0.2784,0.6609,0.3917,32.0,40.5,6e09b6e8a1606e84,lat,42,,,
GRU,SW,Sequence Only,0.9166,0.6931,0.3571,0.5948,0.3597,0.4483,20.0,18.5,0f50fb19f263c430,lat,42,,,
GRU,SW,Sequence + Tabular,0.8461,0.8918,0.5907,0.3521,0.7557,0.4804,20.0,20.0,0f50fb19f263c430,lat,42,,,
GRU,ICU,Sequence Only,0.3036,0.5324,0.1617,0.1592,0.8389,0.2676,18.0,21.3,6e09b6e8a1606e84,old,1,,,
GRU,ICU,Sequence + Tabular,0.7832,0.8079,0.5257,0.3783,0.668,0.4831,23.0,29.3,6e09b6e8a1606e84,old,1,,,
GRU,SW,Sequence Only,0.8762,0.648,0.3329,0.6315,0.2601,0.3684,24.0,22.2,0f50fb19f263c430,old,1,,,
GRU,SW,Sequence + Tabular,0.8374,0.8786,0.6131,0.4479,0.7373,0.5572,32.0,32.2,0f50fb19f263c430,old,1,,,
GRU,ICU,Sequence Only,0.3291,0.5282,0.16,0.1591,0.7991,0.2654,13.0,15.6,6e09b6e8a1606e84,old,2,,,
GRU,ICU,Sequence + Tabular,0.7452,0.8121,0.5228,0.3398,0.7214,0.462,20.0,25.4,6e09b6e8a1606e84,old,2,,,
GRU,SW,Sequence Only,0.8684,0.6448,0.3293,0.5528,0.2724,0.3649,15.0,14.0,0f50fb19f263c430,old,2,,,
GRU,SW,Sequence + Tabular,0.8311,0.8802,0.6189,0.4377,0.7603,0.5555,31.0,31.0,0f50fb19f263c430,old,2,,,
GRU,ICU,Sequence Only,0.3156,0.5309,0.1613,0.1595,0.8233,0.2673,19.0,22.4,6e09b6e8a1606e84,old,3,,,
GRU,ICU,Sequence + Tabular,0.768,0.8114,0.5245,0.3611,0.6886,0.4738,22.0,27.9,6e09b6e8a1606e84,old,3,,,
GRU,SW,Sequence Only,0.8762,0.6482,0.3313,0.6332,0.2574,0.366,25.0,22.9,0f50fb19f263c430,old,3,,,
GRU,SW,Sequence + Tabular,0.8404,0.8796,0.6169,0.4539,0.7362,0.5616,37.0,36.8,0f50fb19f263c430,old,3,,,
GRU,ICU,Sequence Only,0.705,0.5347,0.164,0.1669,0.2368,0.1958,24.0,29.2,6e09b6e8a1606e84,old,4,,,
GRU,ICU,Sequence + Tabular,0.7588,0.8117,0.5284,0.3535,0.7124,0.4725,21.0,26.9,6e09b6e8a1606e84,old,4,,,
GRU,SW,Sequence Only,0.8718,0.647,0.3294,0.5842,0.266,0.3655,24.0,22.2,0f50fb19f263c430,old,4,,,
GRU,SW,Sequence + Tabular,0.8318,0.8793,0.6172,0.4389,0.7603,0.5565,28.0,28.2,0f50fb19f263c430,old,4,,,
GRU,ICU,Sequence Only,0.3068,0.5373,0.165,0.1604,0.8435,0.2695,40.0,46.6,6e09b6e8a1606e84,old,42,,,
GRU,ICU,Sequence + Tabular,0.7653,0.8098,0.5252,0.3581,0.6914,0.4718,21.0,26.6,6e09b6e8a1606e84,old,42,,,
GRU,SW,Sequence Only,0.8707,0.6483,0.3339,0.5729,0.2697,0.3668,21.0,19.5,0f50fb19f263c430,old,42,,,
GRU,SW,Sequence + Tabular,0.8289,0.8808,0.616,0.4342,0.7678,0.5547,22.0,22.1,0f50fb19f263c430,old,42,,,
GRU,ICU,Sequence Only,0.3289,0.5412,0.1537,0.1499,0.8123,0.2531,27.0,28.0,14d2082d80407129,restricted,1,,,
GRU,ICU,Sequence + Tabular,0.7454,0.7889,0.4412,0.3111,0.6743,0.4258,24.0,27.1,14d2082d80407129,restricted,1,,,
GRU,SW,Sequence Only,0.6839,0.6934,0.6344,0.7143,0.5233,0.604,17.0,3.4,476006eb47fe7cf9,restricted,1,,,
GRU,SW,Sequence + Tabular,0.7332,0.8041,0.8036,0.7235,0.6814,0.7018,53.0,11.8,476006eb47fe7cf9,restricted,1,,,
GRU,ICU,Sequence Only,0.338,0.5451,0.1557,0.151,0.807,0.2545,38.0,38.3,14d2082d80407129,restricted,2,,,
GRU,ICU,Sequence + Tabular,0.7533,0.7885,0.4402,0.3172,0.6612,0.4287,26.0,28.5,14d2082d80407129,restricted,2,,,
GRU,SW,Sequence Only,0.685,0.6947,0.6351,0.7232,0.5124,0.5998,16.0,3.1,476006eb47fe7cf9,restricted,2,,,
GRU,SW,Sequence + Tabular,0.7425,0.8086,0.807,0.7511,0.6597,0.7024,39.0,8.3,476006eb47fe7cf9,restricted,2,,,
GRU,ICU,Sequence Only,0.3384,0.5506,0.1571,0.1509,0.8051,0.2541,37.0,38.1,14d2082d80407129,restricted,3,,,
GRU,ICU,Sequence + Tabular,0.7502,0.789,0.4427,0.3148,0.6665,0.4276,26.0,29.3,14d2082d80407129,restricted,3,,,
GRU,SW,Sequence Only,0.6843,0.6973,0.6368,0.7119,0.5287,0.6068,34.0,7.0,476006eb47fe7cf9,restricted,3,,,
GRU,SW,Sequence + Tabular,0.7404,0.8087,0.8067,0.7441,0.6651,0.7024,48.0,10.6,476006eb47fe7cf9,restricted,3,,,
GRU,ICU,Sequence Only,0.331,0.5526,0.1598,0.1507,0.8148,0.2543,25.0,25.3,14d2082d80407129,restricted,4,,,
GRU,ICU,Sequence + Tabular,0.7598,0.7914,0.442,0.3242,0.6602,0.4348,34.0,37.0,14d2082d80407129,restricted,4,,,
GRU,SW,Sequence Only,0.6846,0.6953,0.6362,0.7274,0.5047,0.5959,18.0,3.6,476006eb47fe7cf9,restricted,4,,,
GRU,SW,Sequence + Tabular,0.7368,0.8078,0.8071,0.7402,0.6605,0.6981,41.0,8.7,476006eb47fe7cf9,restricted,4,,,
GRU,ICU,Sequence Only,0.3444,0.5453,0.1562,0.1514,0.7997,0.2546,33.0,33.3,14d2082d80407129,restricted,42,,,
GRU,ICU,Sequence + Tabular,0.7421,0.7921,0.4438,0.3097,0.6855,0.4266,27.0,29.6,14d2082d80407129,restricted,42,,,
GRU,SW,Sequence Only,0.685,0.6956,0.636,0.7099,0.5349,0.6101,37.0,7.3,476006eb47fe7cf9,restricted,42,,,
GRU,SW,Sequence + Tabular,0.7404,0.808,0.805,0.7441,0.6651,0.7024,40.0,8.6,476006eb47fe7cf9,restricted,42,,,
LSTM,SW,Sequence Only,0.2736,0.6039,0.0301,0.0278,0.9026,0.0539,11.0,10.7,0f50fb19f263c430,collapse,1,,,
LSTM,SW,Sequence + Tabular,0.7473,0.8401,0.1078,0.0697,0.8117,0.1283,23.0,23.6,0f50fb19f263c430,collapse,1,,,
LSTM,SW,Sequence Only,0.4269,0.6226,0.0309,0.0304,0.776,0.0584,13.0,12.9,0f50fb19f263c430,collapse,2,,,
LSTM,SW,Sequence + Tabular,0.7344,0.8424,0.1072,0.0688,0.8442,0.1272,28.0,28.7,0f50fb19f263c430,collapse,2,,,
LSTM,SW,Sequence Only,0.4412,0.6152,0.0308,0.0304,0.7565,0.0584,31.0,29.2,0f50fb19f263c430,collapse,3,,,
