Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id,Variant,Seed,Test_Time_s,n_features,pos_rate
GB,ICU,With BoW,0.7534,0.8117,0.458,0.3268,0.7185,0.4492,,33.442,14d2082d80407129,restricted,3,0.046,356.0,0.1345
KNN,ICU,With BoW,0.8533,0.5836,0.1823,0.3486,0.0554,0.0956,,0.035,14d2082d80407129,restricted,3,4.928,356.0,0.1345
LR,ICU,With BoW,0.7515,0.7722,0.4363,0.3142,0.6558,0.4249,,1.619,14d2082d80407129,restricted,4,0.025,356.0,0.1345
RF,ICU,With BoW,0.8629,0.7965,0.4142,0.6937,0.0374,0.071,,3.81,14d2082d80407129,restricted,4,0.101,356.0,0.1345
GB,ICU,With BoW,0.7534,0.8117,0.458,0.3268,0.7185,0.4492,,33.406,14d2082d80407129,restricted,4,0.046,356.0,0.1345
KNN,ICU,With BoW,0.8533,0.5836,0.1823,0.3486,0.0554,0.0956,,0.036,14d2082d80407129,restricted,4,4.83,356.0,0.1345
LR,SW,No Process,0.7314,0.7947,0.7746,0.7159,0.6915,0.7035,,0.023,476006eb47fe7cf9,restricted,42,0.001,59.0,0.4548
RF,SW,No Process,0.7475,0.8041,0.8057,0.7763,0.6349,0.6985,,0.377,476006eb47fe7cf9,restricted,42,0.025,59.0,0.4548
GB,SW,No Process,0.7361,0.8016,0.8044,0.7345,0.669,0.7002,,1.841,476006eb47fe7cf9,restricted,42,0.004,59.0,0.4548
KNN,SW,No Process,0.6618,0.7091,0.6594,0.6416,0.6023,0.6214,,0.002,476006eb47fe7cf9,restricted,42,0.058,59.0,0.4548
LR,SW,No Process,0.7314,0.7947,0.7746,0.7159,0.6915,0.7035,,0.034,476006eb47fe7cf9,restricted,1,0.001,59.0,0.4548
RF,SW,No Process,0.7468,0.8034,0.8057,0.7845,0.6209,0.6932,,0.382,476006eb47fe7cf9,restricted,1,0.025,59.0,0.4548
GB,SW,No Process,0.7364,0.8017,0.8044,0.7347,0.6698,0.7007,,1.87,476006eb47fe7cf9,restricted,1,0.004,59.0,0.4548
KNN,SW,No Process,0.6618,0.7091,0.6594,0.6416,0.6023,0.6214,,0.002,476006eb47fe7cf9,restricted,1,0.068,59.0,0.4548
LR,SW,No Process,0.7314,0.7947,0.7746,0.7159,0.6915,0.7035,,0.026,476006eb47fe7cf9,restricted,2,0.001,59.0,0.4548
RF,SW,No Process,0.7404,0.802,0.8009,0.7725,0.6186,0.687,,0.377,476006eb47fe7cf9,restricted,2,0.025,59.0,0.4548
GB,SW,No Process,0.7364,0.8019,0.8045,0.7347,0.6698,0.7007,,1.842,476006eb47fe7cf9,restricted,2,0.004,59.0,0.4548
KNN,SW,No Process,0.6618,0.7091,0.6594,0.6416,0.6023,0.6214,,0.002,476006eb47fe7cf9,restricted,2,0.056,59.0,0.4548
LR,SW,No Process,0.7314,0.7947,0.7746,0.7159,0.6915,0.7035,,0.026,476006eb47fe7cf9,restricted,3,0.001,59.0,0.4548
RF,SW,No Process,0.7371,0.8011,0.8026,0.7705,0.6116,0.6819,,0.399,476006eb47fe7cf9,restricted,3,0.025,59.0,0.4548
GB,SW,No Process,0.7364,0.8017,0.8044,0.7347,0.6698,0.7007,,1.858,476006eb47fe7cf9,restricted,3,0.005,59.0,0.4548
KNN,SW,No Process,0.6618,0.7091,0.6594,0.6416,0.6023,0.6214,,0.002,476006eb47fe7cf9,restricted,3,0.079,59.0,0.4548
LR,SW,No Process,0.7314,0.7947,0.7746,0.7159,0.6915,0.7035,,0.032,476006eb47fe7cf9,restricted,4,0.001,59.0,0.4548
RF,SW,No Process,0.7436,0.8071,0.8058,0.7771,0.6217,0.6908,,0.411,476006eb47fe7cf9,restricted,4,0.025,59.0,0.4548
GB,SW,No Process,0.7364,0.8019,0.8045,0.7347,0.6698,0.7007,,1.857,476006eb47fe7cf9,restricted,4,0.004,59.0,0.4548
KNN,SW,No Process,0.6618,0.7091,0.6594,0.6416,0.6023,0.6214,,0.002,476006eb47fe7cf9,restricted,4,0.05,59.0,0.4548
LR,SW,With Process,0.7332,0.799,0.7801,0.7195,0.6899,0.7044,,0.029,476006eb47fe7cf9,restricted,42,0.001,76.0,0.4548
RF,SW,With Process,0.7386,0.8174,0.8152,0.7751,0.6093,0.6823,,0.428,476006eb47fe7cf9,restricted,42,0.025,76.0,0.4548
GB,SW,With Process,0.7368,0.8193,0.8162,0.7287,0.6829,0.7051,,2.848,476006eb47fe7cf9,restricted,42,0.005,76.0,0.4548
KNN,SW,With Process,0.6686,0.7169,0.6694,0.6474,0.6163,0.6315,,0.003,476006eb47fe7cf9,restricted,42,0.093,76.0,0.4548
LR,SW,With Process,0.7332,0.799,0.7801,0.7195,0.6899,0.7044,,0.039,476006eb47fe7cf9,restricted,1,0.001,76.0,0.4548
RF,SW,With Process,0.7439,0.821,0.8199,0.7768,0.6233,0.6916,,0.438,476006eb47fe7cf9,restricted,1,0.026,76.0,0.4548
GB,SW,With Process,0.7364,0.8191,0.8161,0.7285,0.6822,0.7046,,2.81,476006eb47fe7cf9,restricted,1,0.004,76.0,0.4548
KNN,SW,With Process,0.6686,0.7169,0.6694,0.6474,0.6163,0.6315,,0.003,476006eb47fe7cf9,restricted,1,0.07,76.0,0.4548
LR,SW,With Process,0.7332,0.799,0.7801,0.7195,0.6899,0.7044,,0.038,476006eb47fe7cf9,restricted,2,0.001,76.0,0.4548
RF,SW,With Process,0.7411,0.8182,0.8179,0.7668,0.6295,0.6914,,0.432,476006eb47fe7cf9,restricted,2,0.025,76.0,0.4548
GB,SW,With Process,0.7364,0.819,0.816,0.7285,0.6822,0.7046,,2.803,476006eb47fe7cf9,restricted,2,0.005,76.0,0.4548
KNN,SW,With Process,0.6686,0.7169,0.6694,0.6474,0.6163,0.6315,,0.003,476006eb47fe7cf9,restricted,2,0.074,76.0,0.4548
LR,SW,With Process,0.7332,0.799,0.7801,0.7195,0.6899,0.7044,,0.033,476006eb47fe7cf9,restricted,3,0.001,76.0,0.4548
RF,SW,With Process,0.7414,0.8217,0.8204,0.7769,0.6155,0.6869,,0.421,476006eb47fe7cf9,restricted,3,0.025,76.0,0.4548
GB,SW,With Process,0.7364,0.819,0.816,0.7285,0.6822,0.7046,,2.81,476006eb47fe7cf9,restricted,3,0.004,76.0,0.4548
KNN,SW,With Process,0.6686,0.7169,0.6694,0.6474,0.6163,0.6315,,0.003,476006eb47fe7cf9,restricted,3,0.061,76.0,0.4548
LR,SW,With Process,0.7332,0.799,0.7801,0.7195,0.6899,0.7044,,0.03,476006eb47fe7cf9,restricted,4,0.001,76.0,0.4548
RF,SW,With Process,0.7486,0.821,0.8211,0.7828,0.6287,0.6973,,0.433,476006eb47fe7cf9,restricted,4,0.025,76.0,0.4548
GB,SW,With Process,0.7364,0.819,0.816,0.7285,0.6822,0.7046,,2.795,476006eb47fe7cf9,restricted,4,0.004,76.0,0.4548
KNN,SW,With Process,0.6686,0.7169,0.6694,0.6474,0.6163,0.6315,,0.003,476006eb47fe7cf9,restricted,4,0.062,76.0,0.4548
LR,SW,With BoW,0.7382,0.7961,0.7703,0.7205,0.7054,0.7129,,0.277,476006eb47fe7cf9,restricted,42,0.003,344.0,0.4548
RF,SW,With BoW,0.7371,0.8095,0.8106,0.7748,0.6054,0.6797,,0.579,476006eb47fe7cf9,restricted,42,0.026,344.0,0.4548
GB,SW,With BoW,0.7432,0.8211,0.815,0.7334,0.6953,0.7139,,5.5,476006eb47fe7cf9,restricted,42,0.008,344.0,0.4548
KNN,SW,With BoW,0.6818,0.7195,0.6797,0.6637,0.6271,0.6449,,0.01,476006eb47fe7cf9,restricted,42,0.185,344.0,0.4548
LR,SW,With BoW,0.7382,0.7961,0.7703,0.7205,0.7054,0.7129,,0.276,476006eb47fe7cf9,restricted,1,0.003,344.0,0.4548
RF,SW,With BoW,0.7325,0.8115,0.8127,0.766,0.6039,0.6753,,0.567,476006eb47fe7cf9,restricted,1,0.026,344.0,0.4548
GB,SW,With BoW,0.7432,0.8211,0.815,0.7334,0.6953,0.7139,,5.671,476006eb47fe7cf9,restricted,1,0.007,344.0,0.4548
KNN,SW,With BoW,0.6818,0.7195,0.6797,0.6637,0.6271,0.6449,,0.009,476006eb47fe7cf9,restricted,1,0.212,344.0,0.4548
LR,SW,With BoW,0.7382,0.7961,0.7703,0.7205,0.7054,0.7129,,0.287,476006eb47fe7cf9,restricted,2,0.004,344.0,0.4548
RF,SW,With BoW,0.7314,0.8105,0.8099,0.7642,0.6031,0.6742,,0.569,476006eb47fe7cf9,restricted,2,0.038,344.0,0.4548
GB,SW,With BoW,0.7436,0.8211,0.815,0.7337,0.6961,0.7144,,5.739,476006eb47fe7cf9,restricted,2,0.007,344.0,0.4548
KNN,SW,With BoW,0.6818,0.7195,0.6797,0.6637,0.6271,0.6449,,0.009,476006eb47fe7cf9,restricted,2,0.187,344.0,0.4548
LR,SW,With BoW,0.7382,0.7961,0.7703,0.7205,0.7054,0.7129,,0.279,476006eb47fe7cf9,restricted,3,0.003,344.0,0.4548
RF,SW,With BoW,0.7357,0.8102,0.8122,0.7745,0.6016,0.6771,,0.572,476006eb47fe7cf9,restricted,3,0.026,344.0,0.4548
GB,SW,With BoW,0.7436,0.8209,0.8149,0.7337,0.6961,0.7144,,5.506,476006eb47fe7cf9,restricted,3,0.007,344.0,0.4548
KNN,SW,With BoW,0.6818,0.7195,0.6797,0.6637,0.6271,0.6449,,0.009,476006eb47fe7cf9,restricted,3,0.213,344.0,0.4548
LR,SW,With BoW,0.7382,0.7961,0.7703,0.7205,0.7054,0.7129,,0.279,476006eb47fe7cf9,restricted,4,0.003,344.0,0.4548
RF,SW,With BoW,0.7343,0.8072,0.8126,0.7687,0.6054,0.6774,,0.579,476006eb47fe7cf9,restricted,4,0.025,344.0,0.4548
GB,SW,With BoW,0.7436,0.8212,0.8151,0.7337,0.6961,0.7144,,5.509,476006eb47fe7cf9,restricted,4,0.007,344.0,0.4548
KNN,SW,With BoW,0.6818,0.7195,0.6797,0.6637,0.6271,0.6449,,0.01,476006eb47fe7cf9,restricted,4,0.224,344.0,0.4548
MLP,SW,No Process,0.5628,0.5782,0.0288,0.028,0.5357,0.0532,24.0,22.1,0f50fb19f263c430,collapse,42,,59.0,0.0223
MLP,SW,With Process,0.7813,0.8642,0.1508,0.0815,0.8312,0.1484,17.0,15.3,0f50fb19f263c430,collapse,42,,76.0,0.0223
MLP,SW,No Process,0.5636,0.5919,0.0285,0.0292,0.5584,0.0554,23.0,20.5,0f50fb19f263c430,collapse,1,,59.0,0.0223
MLP,SW,With Process,0.8026,0.8643,0.1353,0.0888,0.8214,0.1602,31.0,29.9,0f50fb19f263c430,collapse,1,,76.0,0.0223
MLP,SW,No Process,0.6446,0.5927,0.0314,0.0303,0.4675,0.0569,32.0,29.3,0f50fb19f263c430,collapse,2,,59.0,0.0223
MLP,SW,With Process,0.8162,0.8589,0.1355,0.0924,0.7955,0.1655,29.0,27.7,0f50fb19f263c430,collapse,2,,76.0,0.0223
MLP,SW,No Process,0.6114,0.592,0.0361,0.0289,0.4903,0.0547,33.0,30.9,0f50fb19f263c430,collapse,3,,59.0,0.0223
MLP,SW,With Process,0.7927,0.8638,0.1302,0.0851,0.8247,0.1542,23.0,22.4,0f50fb19f263c430,collapse,3,,76.0,0.0223
MLP,SW,No Process,0.5793,0.5859,0.0279,0.0294,0.5422,0.0558,20.0,18.0,0f50fb19f263c430,collapse,4,,59.0,0.0223
MLP,SW,With Process,0.815,0.8671,0.1444,0.0934,0.8117,0.1674,25.0,24.0,0f50fb19f263c430,collapse,4,,76.0,0.0223
MLP,SW,No Process,0.5807,0.5946,0.1109,0.0989,0.5468,0.1676,17.0,14.8,0f50fb19f263c430,corr,42,,59.0,0.0805
MLP,SW,With Process,0.765,0.8463,0.2994,0.2219,0.8158,0.3489,26.0,24.1,0f50fb19f263c430,corr,42,,76.0,0.0805
MLP,SW,No Process,0.5562,0.5953,0.1101,0.0985,0.5824,0.1685,14.0,13.2,0f50fb19f263c430,corr,1,,59.0,0.0805
MLP,SW,With Process,0.7607,0.8432,0.2945,0.2211,0.8322,0.3493,46.0,42.4,0f50fb19f263c430,corr,1,,76.0,0.0805
MLP,SW,No Process,0.638,0.6001,0.1108,0.1055,0.4937,0.1739,19.0,17.2,0f50fb19f263c430,corr,2,,59.0,0.0805
MLP,SW,With Process,0.7709,0.8476,0.3018,0.2262,0.8129,0.3539,44.0,40.3,0f50fb19f263c430,corr,2,,76.0,0.0805
MLP,SW,No Process,0.5966,0.5929,0.1055,0.1023,0.5439,0.1722,24.0,22.6,0f50fb19f263c430,corr,3,,59.0,0.0805
MLP,SW,With Process,0.7562,0.8437,0.2985,0.2179,0.8341,0.3456,27.0,26.1,0f50fb19f263c430,corr,3,,76.0,0.0805
MLP,SW,No Process,0.6115,0.597,0.111,0.1002,0.5053,0.1672,17.0,17.5,0f50fb19f263c430,corr,4,,59.0,0.0805
MLP,SW,With Process,0.7619,0.8471,0.3049,0.2219,0.8322,0.3504,40.0,37.5,0f50fb19f263c430,corr,4,,76.0,0.0805
MLP,SW,No Process,0.6025,0.6035,0.1337,0.1239,0.5474,0.202,17.0,14.9,0f50fb19f263c430,corrpacu,42,,59.0,0.0948
MLP,SW,With Process,0.7708,0.8481,0.3471,0.2623,0.8243,0.398,36.0,33.8,0f50fb19f263c430,corrpacu,42,,76.0,0.0948
MLP,SW,No Process,0.645,0.6116,0.1371,0.1286,0.4955,0.2042,21.0,19.0,0f50fb19f263c430,corrpacu,1,,59.0,0.0948
MLP,SW,With Process,0.7826,0.8493,0.3568,0.2694,0.7976,0.4028,39.0,36.1,0f50fb19f263c430,corrpacu,1,,76.0,0.0948
MLP,SW,No Process,0.6007,0.6084,0.1349,0.1245,0.5547,0.2034,26.0,23.7,0f50fb19f263c430,corrpacu,2,,59.0,0.0948
MLP,SW,With Process,0.7799,0.8491,0.3503,0.2665,0.796,0.3993,45.0,41.5,0f50fb19f263c430,corrpacu,2,,76.0,0.0948
MLP,SW,No Process,0.6084,0.6059,0.1317,0.1236,0.5352,0.2008,24.0,22.3,0f50fb19f263c430,corrpacu,3,,59.0,0.0948
MLP,SW,With Process,0.7669,0.8464,0.3468,0.2579,0.8178,0.3921,31.0,29.1,0f50fb19f263c430,corrpacu,3,,76.0,0.0948
MLP,SW,No Process,0.6446,0.6083,0.1371,0.1278,0.4923,0.203,23.0,20.8,0f50fb19f263c430,corrpacu,4,,59.0,0.0948
MLP,SW,With Process,0.7628,0.848,0.3556,0.2548,0.8211,0.3889,42.0,38.9,0f50fb19f263c430,corrpacu,4,,76.0,0.0948
MLP,ICU,No Process,0.7161,0.7433,0.3226,0.2411,0.6469,0.3513,19.0,25.0,6e09b6e8a1606e84,lat,42,,59.0,0.1162
MLP,ICU,With Process,0.7269,0.8056,0.4057,0.2663,0.7405,0.3918,33.0,42.9,6e09b6e8a1606e84,lat,42,,76.0,0.1162
MLP,SW,No Process,0.7702,0.7676,0.3116,0.2359,0.6435,0.3452,18.0,18.2,0f50fb19f263c430,lat,42,,59.0,0.0953
MLP,SW,With Process,0.7907,0.9097,0.6259,0.2952,0.8822,0.4424,31.0,33.2,0f50fb19f263c430,lat,42,,76.0,0.0953
MLP,ICU,No Process,0.713,0.7437,0.3267,0.2381,0.6434,0.3475,17.0,22.6,6e09b6e8a1606e84,lat,1,,59.0,0.1162
MLP,ICU,With Process,0.7035,0.8106,0.4052,0.2542,0.7734,0.3827,25.0,33.0,6e09b6e8a1606e84,lat,1,,76.0,0.1162
MLP,SW,No Process,0.7998,0.7696,0.3197,0.2599,0.6095,0.3644,20.0,20.5,0f50fb19f263c430,lat,1,,59.0,0.0953
MLP,SW,With Process,0.7925,0.9107,0.6323,0.2975,0.8846,0.4453,43.0,45.8,0f50fb19f263c430,lat,1,,76.0,0.0953
MLP,ICU,No Process,0.7206,0.7447,0.327,0.2438,0.6429,0.3535,18.0,23.4,6e09b6e8a1606e84,lat,2,,59.0,0.1162
MLP,ICU,With Process,0.7303,0.8111,0.4085,0.2704,0.748,0.3972,28.0,36.6,6e09b6e8a1606e84,lat,2,,76.0,0.1162
MLP,SW,No Process,0.7895,0.7687,0.3163,0.2479,0.6079,0.3522,19.0,19.9,0f50fb19f263c430,lat,2,,59.0,0.0953
MLP,SW,With Process,0.8046,0.9117,0.6324,0.309,0.8704,0.4561,36.0,38.5,0f50fb19f263c430,lat,2,,76.0,0.0953
MLP,ICU,No Process,0.7269,0.7446,0.3278,0.247,0.6345,0.3556,17.0,22.2,6e09b6e8a1606e84,lat,3,,59.0,0.1162
MLP,ICU,With Process,0.715,0.8086,0.4106,0.2597,0.756,0.3866,39.0,53.3,6e09b6e8a1606e84,lat,3,,76.0,0.1162
MLP,SW,No Process,0.7943,0.7688,0.3026,0.2555,0.619,0.3617,16.0,16.7,0f50fb19f263c430,lat,3,,59.0,0.0953
MLP,SW,With Process,0.7961,0.912,0.6312,0.3016,0.8862,0.45,39.0,41.8,0f50fb19f263c430,lat,3,,76.0,0.0953
MLP,ICU,No Process,0.7028,0.7436,0.3264,0.235,0.6658,0.3474,18.0,24.0,6e09b6e8a1606e84,lat,4,,59.0,0.1162
MLP,ICU,With Process,0.7258,0.8079,0.4061,0.2667,0.748,0.3932,33.0,43.5,6e09b6e8a1606e84,lat,4,,76.0,0.1162
MLP,SW,No Process,0.7828,0.7698,0.3051,0.2447,0.6261,0.3518,16.0,17.1,0f50fb19f263c430,lat,4,,59.0,0.0953
MLP,SW,With Process,0.7975,0.9133,0.6363,0.3042,0.8941,0.4539,39.0,42.1,0f50fb19f263c430,lat,4,,76.0,0.0953
MLP,ICU,No Process,0.7108,0.7503,0.4184,0.2969,0.6629,0.4101,20.0,27.4,6e09b6e8a1606e84,old,42,,59.0,0.1489
MLP,ICU,With Process,0.7489,0.8385,0.5585,0.3515,0.776,0.4838,31.0,41.4,6e09b6e8a1606e84,old,42,,76.0,0.1489
MLP,SW,No Process,0.7202,0.7079,0.3201,0.264,0.5684,0.3605,17.0,17.5,0f50fb19f263c430,old,42,,59.0,0.1429
MLP,SW,With Process,0.8,0.894,0.6421,0.3983,0.8643,0.5453,31.0,33.2,0f50fb19f263c430,old,42,,76.0,0.1429
MLP,ICU,No Process,0.7208,0.7497,0.4183,0.3036,0.6504,0.414,15.0,20.9,6e09b6e8a1606e84,old,1,,59.0,0.1489
MLP,ICU,With Process,0.7408,0.8374,0.557,0.3446,0.7866,0.4793,30.0,38.6,6e09b6e8a1606e84,old,1,,76.0,0.1489
MLP,SW,No Process,0.7432,0.7129,0.3393,0.2805,0.5432,0.37,26.0,26.1,0f50fb19f263c430,old,1,,59.0,0.1429
MLP,SW,With Process,0.8061,0.8938,0.6496,0.4065,0.8638,0.5528,39.0,39.3,0f50fb19f263c430,old,1,,76.0,0.1429
MLP,ICU,No Process,0.7108,0.7501,0.4187,0.298,0.6695,0.4125,22.0,27.1,6e09b6e8a1606e84,old,2,,59.0,0.1489
MLP,ICU,With Process,0.7676,0.8381,0.5586,0.3702,0.7597,0.4978,37.0,45.2,6e09b6e8a1606e84,old,2,,76.0,0.1489
MLP,SW,No Process,0.7436,0.7109,0.3335,0.2813,0.5448,0.371,26.0,25.8,0f50fb19f263c430,old,2,,59.0,0.1429
MLP,SW,With Process,0.7967,0.8957,0.6506,0.3949,0.8729,0.5438,30.0,29.9,0f50fb19f263c430,old,2,,76.0,0.1429
MLP,ICU,No Process,0.7195,0.7486,0.4187,0.3026,0.6516,0.4133,18.0,22.4,6e09b6e8a1606e84,old,3,,59.0,0.1489
MLP,ICU,With Process,0.7637,0.837,0.5577,0.3648,0.753,0.4915,32.0,40.0,6e09b6e8a1606e84,old,3,,76.0,0.1489
MLP,SW,No Process,0.7466,0.7094,0.3169,0.2836,0.541,0.3721,16.0,15.6,0f50fb19f263c430,old,3,,59.0,0.1429
MLP,SW,With Process,0.7965,0.8946,0.646,0.3948,0.8756,0.5442,34.0,33.5,0f50fb19f263c430,old,3,,76.0,0.1429
MLP,ICU,No Process,0.7277,0.7481,0.4187,0.3082,0.6395,0.4159,19.0,23.7,6e09b6e8a1606e84,old,4,,59.0,0.1489
MLP,ICU,With Process,0.7553,0.8381,0.5581,0.3568,0.7647,0.4866,29.0,36.0,6e09b6e8a1606e84,old,4,,76.0,0.1489
MLP,SW,No Process,0.7343,0.7103,0.3296,0.2725,0.5475,0.3639,27.0,25.3,0f50fb19f263c430,old,4,,59.0,0.1429
MLP,SW,With Process,0.803,0.8958,0.6497,0.4036,0.8783,0.5531,42.0,38.4,0f50fb19f263c430,old,4,,76.0,0.1429
MLP,ICU,No Process,0.7455,0.7513,0.3919,0.3005,0.6159,0.4039,26.0,25.7,14d2082d80407129,restricted,42,,59.0,0.1345
MLP,ICU,With Process,0.7549,0.8095,0.4606,0.3276,0.7137,0.4491,32.0,32.1,14d2082d80407129,restricted,42,,76.0,0.1345
MLP,SW,No Process,0.7404,0.8026,0.7982,0.7336,0.6853,0.7086,59.0,11.3,476006eb47fe7cf9,restricted,42,,59.0,0.4548
MLP,SW,With Process,0.75,0.8165,0.8095,0.7574,0.6729,0.7126,35.0,6.9,476006eb47fe7cf9,restricted,42,,76.0,0.4548
MLP,ICU,No Process,0.7278,0.7495,0.3941,0.2868,0.6354,0.3952,24.0,26.2,14d2082d80407129,restricted,1,,59.0,0.1345
MLP,ICU,With Process,0.7555,0.8079,0.4605,0.3275,0.7083,0.4479,34.0,38.2,14d2082d80407129,restricted,1,,76.0,0.1345
MLP,SW,No Process,0.7468,0.8052,0.7994,0.7634,0.6527,0.7037,48.0,9.0,476006eb47fe7cf9,restricted,1,,59.0,0.4548
MLP,SW,With Process,0.7493,0.8171,0.8077,0.7487,0.686,0.716,47.0,8.9,476006eb47fe7cf9,restricted,1,,76.0,0.4548
MLP,ICU,No Process,0.7347,0.7517,0.3919,0.2916,0.6262,0.3979,21.0,20.6,14d2082d80407129,restricted,2,,59.0,0.1345
MLP,ICU,With Process,0.7581,0.8089,0.4619,0.3308,0.7117,0.4516,28.0,30.7,14d2082d80407129,restricted,2,,76.0,0.1345
MLP,SW,No Process,0.7475,0.8068,0.8004,0.7448,0.6876,0.715,39.0,7.0,476006eb47fe7cf9,restricted,2,,59.0,0.4548
MLP,SW,With Process,0.7464,0.816,0.8081,0.7342,0.7047,0.7191,28.0,5.1,476006eb47fe7cf9,restricted,2,,76.0,0.4548
MLP,ICU,No Process,0.7413,0.7521,0.395,0.2947,0.6087,0.3971,21.0,20.5,14d2082d80407129,restricted,3,,59.0,0.1345
MLP,ICU,With Process,0.7386,0.8064,0.4586,0.3132,0.7273,0.4379,34.0,33.8,14d2082d80407129,restricted,3,,76.0,0.1345
MLP,SW,No Process,0.7425,0.8034,0.7976,0.7421,0.676,0.7075,40.0,7.4,476006eb47fe7cf9,restricted,3,,59.0,0.4548
MLP,SW,With Process,0.7486,0.8143,0.8107,0.7535,0.6752,0.7122,44.0,8.7,476006eb47fe7cf9,restricted,3,,76.0,0.4548
MLP,ICU,No Process,0.7121,0.752,0.3958,0.2768,0.6553,0.3892,14.0,14.4,14d2082d80407129,restricted,4,,59.0,0.1345
MLP,ICU,With Process,0.7389,0.808,0.464,0.3147,0.7346,0.4406,28.0,29.7,14d2082d80407129,restricted,4,,76.0,0.1345
MLP,SW,No Process,0.7421,0.8073,0.8016,0.7305,0.6977,0.7137,27.0,5.4,476006eb47fe7cf9,restricted,4,,59.0,0.4548
MLP,SW,With Process,0.7439,0.8094,0.8061,0.743,0.6791,0.7096,19.0,3.8,476006eb47fe7cf9,restricted,4,,76.0,0.4548
RNN,SW,Sequence Only,0.4566,0.6272,0.0317,0.0312,0.7565,0.06,13.0,12.5,0f50fb19f263c430,collapse,1,,,
RNN,SW,Sequence + Tabular,0.7467,0.847,0.1091,0.0724,0.8506,0.1334,29.0,30.2,0f50fb19f263c430,collapse,1,,,
RNN,SW,Sequence Only,0.4261,0.6178,0.0307,0.0302,0.7727,0.0581,45.0,42.9,0f50fb19f263c430,collapse,2,,,
RNN,SW,Sequence + Tabular,0.7701,0.8443,0.1033,0.0754,0.8019,0.1379,18.0,18.9,0f50fb19f263c430,collapse,2,,,
RNN,SW,Sequence Only,0.3313,0.6217,0.031,0.0291,0.8701,0.0563,33.0,31.3,0f50fb19f263c430,collapse,3,,,
RNN,SW,Sequence + Tabular,0.7991,0.8409,0.1062,0.083,0.7727,0.1499,28.0,29.0,0f50fb19f263c430,collapse,3,,,
RNN,SW,Sequence Only,0.3528,0.6237,0.0321,0.0294,0.8506,0.0568,38.0,36.5,0f50fb19f263c430,collapse,4,,,
RNN,SW,Sequence + Tabular,0.8001,0.8409,0.1073,0.0831,0.7695,0.15,45.0,47.0,0f50fb19f263c430,collapse,4,,,
RNN,SW,Sequence Only,0.3249,0.617,0.031,0.0291,0.8799,0.0564,30.0,28.8,0f50fb19f263c430,collapse,42,,,
RNN,SW,Sequence + Tabular,0.6752,0.8395,0.1053,0.058,0.8636,0.1087,20.0,20.8,0f50fb19f263c430,collapse,42,,,
RNN,SW,Sequence Only,0.399,0.5511,0.0876,0.0868,0.7126,0.1547,15.0,14.0,0f50fb19f263c430,corr,1,,,
RNN,SW,Sequence + Tabular,0.7901,0.8323,0.2701,0.2294,0.729,0.349,34.0,33.8,0f50fb19f263c430,corr,1,,,
RNN,SW,Sequence Only,0.4241,0.5542,0.0884,0.0879,0.6895,0.156,15.0,13.9,0f50fb19f263c430,corr,2,,,
RNN,SW,Sequence + Tabular,0.7552,0.8238,0.2573,0.2071,0.7676,0.3262,24.0,23.7,0f50fb19f263c430,corr,2,,,
RNN,SW,Sequence Only,0.3359,0.5549,0.0875,0.0841,0.7686,0.1515,13.0,12.7,0f50fb19f263c430,corr,3,,,
RNN,SW,Sequence + Tabular,0.8121,0.8277,0.2666,0.2431,0.6789,0.358,39.0,38.9,0f50fb19f263c430,corr,3,,,
RNN,SW,Sequence Only,0.4389,0.5511,0.087,0.0869,0.6596,0.1536,12.0,11.3,0f50fb19f263c430,corr,4,,,
RNN,SW,Sequence + Tabular,0.8106,0.8272,0.256,0.2416,0.6798,0.3565,30.0,29.8,0f50fb19f263c430,corr,4,,,
RNN,SW,Sequence Only,0.3612,0.5576,0.0892,0.0856,0.7522,0.1538,45.0,41.0,0f50fb19f263c430,corr,42,,,
RNN,SW,Sequence + Tabular,0.7945,0.8299,0.2603,0.2335,0.7281,0.3535,34.0,33.6,0f50fb19f263c430,corr,42,,,
RNN,SW,Sequence Only,0.378,0.5625,0.1057,0.1044,0.7611,0.1836,17.0,16.0,0f50fb19f263c430,corrpacu,1,,,
RNN,SW,Sequence + Tabular,0.7712,0.8312,0.3122,0.2538,0.7676,0.3815,24.0,23.8,0f50fb19f263c430,corrpacu,1,,,
RNN,SW,Sequence Only,0.3601,0.5607,0.1052,0.1027,0.7709,0.1813,15.0,14.3,0f50fb19f263c430,corrpacu,2,,,
RNN,SW,Sequence + Tabular,0.8017,0.83,0.3172,0.2773,0.7206,0.4005,35.0,34.8,0f50fb19f263c430,corrpacu,2,,,
RNN,SW,Sequence Only,0.4729,0.5642,0.1076,0.1079,0.6518,0.1852,13.0,12.5,0f50fb19f263c430,corrpacu,3,,,
RNN,SW,Sequence + Tabular,0.7662,0.8281,0.3206,0.2478,0.7579,0.3734,24.0,24.3,0f50fb19f263c430,corrpacu,3,,,
RNN,SW,Sequence Only,0.3769,0.5632,0.1059,0.1029,0.749,0.181,16.0,15.1,0f50fb19f263c430,corrpacu,4,,,
RNN,SW,Sequence + Tabular,0.794,0.8343,0.3138,0.2711,0.7352,0.3962,33.0,32.7,0f50fb19f263c430,corrpacu,4,,,
